,num_words,use_tfidf,model,accuracy,precision,recall,f1,auc
228,1150,True,log,0.578921035622124,0.753011058694822,0.3264063268740457,0.4553764143072326,0.7074807708906456
229,1150,True,tree100,0.5612934220108649,0.5934998435246968,0.5925039456014771,0.5929936578675739,0.5327551338124704
230,1160,True,log,0.5771698821247779,0.7489435845900978,0.32666008908685273,0.4548951107960216,0.7014874024307451
231,1160,True,tree100,0.5597523094110539,0.5924889990069315,0.59246975692561,0.5924667795696356,0.5271416443686601
232,1170,True,log,0.5773241012601076,0.7502954558577635,0.32406281692975003,0.4526207461332169,0.6976259844922723
233,1170,True,tree100,0.5594555505762014,0.5916345273681138,0.5910374267763717,0.5913199756931486,0.5270622188597851
234,1180,True,log,0.5762699964905782,0.7493150204664425,0.3251017916817064,0.45345626099045433,0.704627625315643
235,1180,True,tree100,0.5605709153618973,0.5934775249948407,0.5945957902139216,0.5940355882170913,0.528420837468407
236,1190,True,log,0.5774378160123412,0.7499898087854817,0.32678097608086143,0.4551866457662568,0.700125359803673
237,1190,True,tree100,0.5597796842516398,0.5928008977252059,0.5912028219971862,0.591998332494405,0.5257400569878934
238,1200,True,log,0.5767937756640062,0.7494006507623144,0.3255831727850729,0.45393236350222443,0.7023367012604593
239,1200,True,tree100,0.560700495753721,0.5933338706553759,0.5940993006232811,0.5937079582843237,0.5293200459686016
240,1210,True,log,0.576178572922815,0.7491892351150521,0.3233036785589801,0.4516703949315418,0.7035654707759449
241,1210,True,tree100,0.5602793386755873,0.5928041453586333,0.5927309335817037,0.5927599836361344,0.5307313409118097
242,1220,True,log,0.5778076689071225,0.7497972480354272,0.32717116660745166,0.4555564011051775,0.7041614526702294
243,1220,True,tree100,0.5604750019266838,0.5933582713359742,0.5907299562693471,0.5920350938671539,0.5258451815294901
244,1230,True,log,0.5777153040213344,0.7517465371121926,0.32618683935327547,0.4549557128137615,0.7071921178726694
245,1230,True,tree100,0.5592870971112294,0.5924682753370478,0.5906066399146657,0.5915321758174337,0.5335118464436501
246,1240,True,log,0.5782380037744762,0.74935176790477,0.32775909736232534,0.45603253140051186,0.7007487127107468
247,1240,True,tree100,0.5616238295573381,0.5942405189048737,0.5905402376148846,0.5923772850766003,0.5306292923029405
248,1250,True,log,0.5769894199925741,0.7516828530785927,0.32580452920143027,0.4545692951093224,0.7039956646133639
249,1250,True,tree100,0.5590942537675752,0.5927981627651973,0.5910905840286056,0.5919365079109052,0.5257311186400515
250,1260,True,log,0.576919039179155,0.7483844094919346,0.3219128463774263,0.45016488246327846,0.7025770431043646
251,1260,True,tree100,0.5597820279396704,0.5916462285943137,0.5869424989417112,0.5892825170050136,0.5263183650551646
252,1270,True,log,0.5777802746098125,0.7518917199258336,0.32264390402884424,0.45152356818417844,0.703900806943226
253,1270,True,tree100,0.5595715058747442,0.5913639140938288,0.590144567806629,0.5907505376938061,0.5252932772837025
254,1280,True,log,0.5789465733459025,0.7514866186876318,0.3274891467041202,0.45617323541064503,0.7075604293280843
