,num_words,use_tfidf,model,accuracy,precision,recall,f1,auc
255,1280,True,tree100,0.5601661262054892,0.5928159455042051,0.5887480217862396,0.5907713616094182,0.5325936365401718
256,1290,True,log,0.5770163766246788,0.7498356324533094,0.32359845647163354,0.4520868238231075,0.7060014667544923
257,1290,True,tree100,0.5604049068842858,0.5929840564065365,0.5893552984934336,0.5911577577015525,0.5273964310370656
258,1300,True,log,0.5776723174792007,0.749457836236158,0.32704857146355887,0.455370393341489,0.7023156908435729
259,1300,True,tree100,0.560916910292306,0.5936570337682874,0.5916671271302906,0.5926471346493061,0.5304554066251227
260,1310,True,log,0.5795658057973458,0.7518935680531074,0.32745806551162193,0.45621180239345016,0.706888716857971
261,1310,True,tree100,0.5603291251088063,0.5921144195981015,0.5903220874847497,0.5912091740902692,0.528391907612823
262,1320,True,log,0.5787183587681638,0.7517560012229922,0.3252941294058355,0.4540801881844073,0.7054520432557077
263,1320,True,tree100,0.5608197159140114,0.5931125182673046,0.5880785487022289,0.5905828968213429,0.5265666545474394
264,1330,True,log,0.5788931076604544,0.7498626461860245,0.32844032507049004,0.4567911735290169,0.7027979394664206
265,1330,True,tree100,0.5608259205243619,0.5932995130726154,0.5893300915217399,0.5912996262995599,0.5308939101785666
266,1340,True,log,0.5804639634466835,0.7539449942349341,0.3317521673542029,0.4607216023684793,0.7067016022457426
267,1340,True,tree100,0.5613985717513411,0.5946283324236981,0.5911192285539706,0.5928611315796161,0.5291313305830058
268,1350,True,log,0.580994548850511,0.7541354957440706,0.33236830323832267,0.4613804339653026,0.70413233222881
269,1350,True,tree100,0.5623806889236684,0.5953269716712766,0.5917624235188776,0.593531613097384,0.529863521066755
270,1360,True,log,0.58066745915441,0.753262787578342,0.331596209252381,0.46047123496361725,0.7050532930941591
271,1360,True,tree100,0.5620134513214791,0.5950652735164249,0.5896554796616046,0.5923476860905287,0.5274923763276009
272,1370,True,log,0.5803035959301784,0.7522751503279015,0.3335072535357105,0.4620932450465792,0.7043510865408776
273,1370,True,tree100,0.5608119210876525,0.5945148918285941,0.5898758894288022,0.5921849938112173,0.5301196831662234
274,1380,True,log,0.5802332294604626,0.7542825858249249,0.3286765040510603,0.45782996361484285,0.7018988337141093
275,1380,True,tree100,0.5609837058160179,0.5937845043400676,0.5884559724612621,0.591107035827159,0.5283222335206714
276,1390,True,log,0.5792213277301848,0.7514866088402682,0.32665493928294914,0.45534482504602697,0.706345323650054
277,1390,True,tree100,0.5618735037314886,0.5939638530863436,0.5890889099218697,0.5915080932574405,0.5326937462148099
278,1400,True,log,0.5785580399772309,0.751868908705098,0.3250078485097919,0.45382420327308653,0.7039023081050664
279,1400,True,tree100,0.5605823703236896,0.5933447026165118,0.5858845655831096,0.5895892202655648,0.5281166475033636
280,1410,True,log,0.5784371788009626,0.7512426113351932,0.3252172278497495,0.4539128753463461,0.7042476216759183
281,1410,True,tree100,0.5597927001721479,0.5926961846405632,0.5846581211503017,0.5886489927322678,0.5278772781483135
282,1420,True,log,0.5776175013422674,0.7484968112114583,0.32661078336570115,0.45476654483895296,0.7089015080791166
283,1420,True,tree100,0.5608831078759523,0.5937397155307746,0.5884611733857271,0.5910837973104519,0.5311026041398732
284,1430,True,log,0.5784507946011633,0.7510411581101306,0.3251911551064951,0.45385211544100346,0.7099014410481579
285,1430,True,tree100,0.5615150934920897,0.5940014353866866,0.5874082094299012,0.5906805137805469,0.5288143594200743
286,1440,True,log,0.5790215330900128,0.7510162981984375,0.32582822565065245,0.4544758074241967,0.7070413485508176
287,1440,True,tree100,0.559644847920481,0.5921242273914926,0.5841853571097195,0.5881186439772779,0.5291710579779193
288,1450,True,log,0.5785610810705115,0.7499844522527345,0.32741023844005024,0.4558077595145885,0.6996354067310162
289,1450,True,tree100,0.5577426027448082,0.5908781675468615,0.5839673613190358,0.5873984646342056,0.5216533905459462
290,1460,True,log,0.5788994668519012,0.7507120978776095,0.3277091474222652,0.45623371658429673,0.699759703679161
291,1460,True,tree100,0.5577587194293183,0.5908713437758184,0.5841018591935445,0.5874645384566188,0.5194067634901033
292,1470,True,log,0.5794494513479631,0.7504583602317076,0.33389414129382866,0.46213798879460377,0.7026331735952736
293,1470,True,tree100,0.5600896728274201,0.5939287896073251,0.5913645499888335,0.5926423323706052,0.5259613387186602
294,1480,True,log,0.5815233794653072,0.7535772008360238,0.33628756755020295,0.46503853571639847,0.7039038761997847
295,1480,True,tree100,0.5608665849859712,0.5948209231274261,0.5899964844820365,0.5923971317195764,0.5255997960341571
296,1490,True,log,0.5786480104356386,0.749415998678605,0.32912263088724575,0.4573668039822005,0.7055832602984187
297,1490,True,tree100,0.5602801410331498,0.5935057281687193,0.5871857772777759,0.5903189987840778,0.5261288244585021
298,1500,True,log,0.580325821059658,0.752009745369338,0.33289589483540255,0.46148462848760746,0.7065130089443004
299,1500,True,tree100,0.5613218388260919,0.594949856576884,0.5886301588548717,0.5917531453673205,0.5281567539594689
300,1510,True,log,0.5789723619942407,0.7511086223439825,0.3305957305249826,0.4590890338797018,0.7039191810813895
301,1510,True,tree100,0.5619341446173763,0.5955052387337303,0.590794700021952,0.5931282667365744,0.5260279587257031
302,1520,True,log,0.5805534132906662,0.7521953298630046,0.33442590533371064,0.4629960202034171,0.7058903738007702
303,1520,True,tree100,0.5610182703541214,0.5945517626707055,0.5914061714025621,0.5929713033154794,0.530788614591724
304,1530,True,log,0.5810939262123409,0.7532831288268179,0.33344770998060574,0.46224608925470534,0.7049220862991656
